Console,GameName,Review,Score,Score_Category
WII,Cartoon Network: Punch Time Explosion XL Review,mediocre,5,Low
PS3,Cartoon Network: Punch Time Explosion XL Review,mediocre,5,Low
PC,FlatOut 3: Chaos & Destruction Review,mediocre,5,Low
PC,Q.U.B.E. Review,fair,6,Medium
AND,Grand Theft Auto III: 10 Year Anniversary Edition Review,good,7,Medium
PS3,Wanted Corp Review,mediocre,5,Low
X360,Sonic CD Review,great,8,High
X360,Winter Stars Review,poor,4,Low
PC,SATAZIUS Review,good,7,Medium
WII,Oregon Trail Review,bad,3,Very Low
PC,Anno 2070 Review,great,8,High
PC,3D Ultra Pinball Thrillride Review,fair,6,Medium
X360,Kung-Fu High Impact Review,bad,3,Very Low
X360,Kinect: Disneyland Adventures Review,fair,6,Medium
X360,Gears of War 3: RAAM's Shadow Review,good,7,Medium
PC,Sword of the Stars II: Lords of Winter Review,bad,3,Very Low
DS,Fossil Fighters: Champions Review,fair,6,Medium
PC,Trine 2 Review,great,8,High
PC,Serious Sam 3: BFE Review,fair,6,Medium
X360,WWE '12 Review,fair,6,Medium
WII,Fishing Resort Review,fair,6,Medium
PC,Afterfall: Insanity Review,fair,6,Medium
WII,Fortune Street Review,fair,6,Medium
X360,Voltron: Defender of the Universe Review,poor,4,Low
PSP,Fate/Extra Review,fair,6,Medium
WII,The Kore Gang Review,good,7,Medium
X360,Scene It? Movie Night Review,fair,6,Medium
PS3,Scene It? Movie Night Review,fair,6,Medium
PC,Saints Row: The Third Review,great,8,High
PC,Assassin's Creed: Revelations Review,great,8,High
PC,The Book of Unwritten Tales Review,great,8,High
IOS,Infinity Blade II Review,superb,9,High
3DS,Mario Kart 7 Review,great,8,High
PSP,Corpse Party Review,good,7,Medium
PC,The Sims 3: Pets Review,good,7,Medium
X360,The Sims 3: Pets Review,fair,6,Medium
PS3,Tekken Hybrid Review,mediocre,5,Low
PC,Might & Magic Heroes VI Review,great,8,High
3DS,Cave Story 3D Review,great,8,High
3DS,James Noir's Hollywood Crimes Review,good,7,Medium
PC,Frayed Knights: The Skull of S'makh-Daon Review,fair,6,Medium
PC,Minecraft Review,great,8,High
PS3,Lego Harry Potter: Years 5-7 Review,great,8,High
PC,Stronghold 3 Review,poor,4,Low
X360,Lego Harry Potter: Years 5-7 Review,great,8,High
WII,Mario & Sonic at the London 2012 Olympic Games Review,good,7,Medium
3DS,Tales of the Abyss Review,good,7,Medium
PC,Xotic Review,fair,6,Medium
X360,Xotic Review,fair,6,Medium
PS3,The King of Fighters XIII Review,great,8,High
X360,The King of Fighters XIII Review,great,8,High
PC,L.A. Noire: The Complete Edition Review,superb,9,High
PC,To the Moon Review,great,8,High
PC,Sequence Review,mediocre,5,Low
PS3,Medieval Moves: Deadmund's Quest Review,mediocre,5,Low
X360,Raving Rabbids: Alive & Kicking Review,poor,4,Low
PS3,BurgerTime: World Tour Review,mediocre,5,Low
PC,Jurassic Park: The Game Review,fair,6,Medium
PS3,Jurassic Park: The Game Review,fair,6,Medium
3DS,Shinobi Review,good,7,Medium
PC,The Binding of Isaac Review,great,8,High
DS,Aliens: Infestation Review,great,8,High
X360,NCIS Review,terrible,2,Very Low
PS3,Need for Speed: The Run Review,good,7,Medium
X360,Need for Speed: The Run Review,good,7,Medium
X360,Halo: Combat Evolved Anniversary Review,great,8,High
X360,Blackwater Review,poor,4,Low
WII,The Legend of Zelda: Skyward Sword Review,good,7,Medium
PS3,The Elder Scrolls V: Skyrim Review,superb,9,High
PS3,Rayman Origins Review,great,8,High
WII,Rayman Origins Review,great,8,High
X360,Rayman Origins Review,great,8,High
PS3,Saints Row: The Third Review,great,8,High
PS3,Ultimate Marvel vs. Capcom 3 Review,great,8,High
X360,Ultimate Marvel vs. Capcom 3 Review,great,8,High
X360,The War of the Worlds Review,poor,4,Low
X360,Assassin's Creed: Revelations Review,great,8,High
PS3,Assassin's Creed: Revelations Review,great,8,High
X360,Saints Row: The Third Review,great,8,High
X360,Sonic Generations Review,great,8,High
PS3,Sonic Generations Review,great,8,High
X360,BurgerTime: World Tour Review,mediocre,5,Low
PS3,PixelJunk SideScroller Review,fair,6,Medium
X360,Rocksmith Review,great,8,High
X360,Kinect Joy Ride Review,fair,6,Medium
PS3,The Adventures of Tintin: The Secret of the Unicorn Review,mediocre,5,Low
PC,The Elder Scrolls V: Skyrim Review,superb,9,High
X360,The Elder Scrolls V: Skyrim Review,superb,9,High
PC,Call of Duty: Modern Warfare 3 Review,great,8,High
3DS,Super Mario 3D Land Review,great,8,High
X360,MotionSports Adrenaline Review,terrible,2,Very Low
X360,Call of Duty: Modern Warfare 3 Review,great,8,High
PC,Cities XL 2012 Review,fair,6,Medium
PC,Dungeon Defenders Review,fair,6,Medium
PSP,Naruto Shippuden: Ultimate Ninja Impact Review,mediocre,5,Low
X360,Dungeon Defenders Review,fair,6,Medium
X360,The Adventures of Tintin: The Secret of the Unicorn Review,mediocre,5,Low
PC,Payday: The Heist Review,good,7,Medium
PS3,Payday: The Heist Review,good,7,Medium
X360,The Lord of the Rings: War in the North Review,fair,6,Medium
PS3,The Lord of the Rings: War in the North Review,fair,6,Medium
X360,GoldenEye 007: Reloaded Review,great,8,High
PS3,GoldenEye 007: Reloaded Review,great,8,High
PS3,Dragon Ball Z: Ultimate Tenkaichi Review,poor,4,Low
X360,Dragon Ball Z: Ultimate Tenkaichi Review,poor,4,Low
PS3,Rune Factory: Tides of Destiny Review,fair,6,Medium
3DS,Pokemon Rumble Blast Review,poor,4,Low
X360,Disney Universe Review,poor,4,Low
PS3,Infamous: Festival of Blood Review,good,7,Medium
PS3,Battlefield 3 Review,great,8,High
PC,The Haunted: Hell's Reach Review,mediocre,5,Low
X360,Deus Ex: Human Revolution - The Missing Link Review,good,7,Medium
PC,Battlefield 3 Review,great,8,High
X360,Kinect Sports Season Two Review,fair,6,Medium
DS,Professor Layton and the Last Specter Review,great,8,High
PS3,Uncharted 3: Drake's Deception Review,superb,9,High
WII,Kirby's Return to Dreamland Review,good,7,Medium
PS3,Rocksmith Review,great,8,High
PC,A Game of Thrones: Genesis Review,mediocre,5,Low
PC,Red Orchestra 2: Heroes of Stalingrad Review,good,7,Medium
X360,Dance Central 2 Review,great,8,High
PS3,Wallabies Rugby Challenge Review,fair,6,Medium
X360,Wallabies Rugby Challenge Review,fair,6,Medium
PS3,Sideway: New York Review,good,7,Medium
WII,Just Dance 3 Review,good,7,Medium
X360,Skylanders: Spyro's Adventure Review,good,7,Medium
X360,Sesame Street: Once Upon a Monster Review,great,8,High
PS3,Rocketbirds: Hardboiled Chicken Review,fair,6,Medium
PC,Football Manager 2012 Review,great,8,High
PS3,Okabu Review,good,7,Medium
WII,Go Vacation Review,fair,6,Medium
PS3,Ratchet & Clank: All 4 One Review,good,7,Medium
X360,Fallout: New Vegas - Lonesome Road Review,fair,6,Medium
X360,Just Dance 3 Review,great,8,High
PS3,Castlevania: Harmony of Despair Review,good,7,Medium
PS3,WRC 2 Review,mediocre,5,Low
X360,WRC 2 Review,mediocre,5,Low
3DS,Brunswick Pro Bowling Review,mediocre,5,Low
PC,Orcs Must Die! Review,good,7,Medium
PC,Nuclear Dawn Review,good,7,Medium
X360,Dragon Age II: Mark of the Assassin Review,good,7,Medium
PS3,Dead Rising 2: Off the Record Review,good,7,Medium
PS3,The Cursed Crusade Review,bad,3,Very Low
X360,The Cursed Crusade Review,bad,3,Very Low
3DS,Deca Sports Extreme Review,bad,3,Very Low
X360,Dead Rising 2: Off the Record Review,good,7,Medium
3DS,Tetris Axis Review,good,7,Medium
X360,Orcs Must Die! Review,good,7,Medium
X360,Crysis Review,great,8,High
PS3,Crysis Review,great,8,High
X360,Ace Combat: Assault Horizon Review,mediocre,5,Low
PS3,Ace Combat: Assault Horizon Review,mediocre,5,Low
PC,FIFA 12 Review,superb,9,High
X360,Worms Ultimate Mayhem Review,fair,6,Medium
PS3,Spider-Man: Edge of Time Review,fair,6,Medium
X360,Spider-Man: Edge of Time Review,fair,6,Medium
PC,NBA 2K12 Review,great,8,High
PC,Hector: Badge of Carnage - Episode 3 Review,good,7,Medium
X360,Forza Motorsport 4 Review,great,8,High
PS3,NBA 2K12 Review,great,8,High
X360,NBA 2K12 Review,great,8,High
PC,Rage Review,good,7,Medium
PS3,Eufloria Review,good,7,Medium
PS3,Rochard Review,good,7,Medium
PS3,Mercury Hg Review,good,7,Medium
X360,Mercury HG Review,good,7,Medium
PS3,NBA Jam: On Fire Edition Review,great,8,High
X360,NBA Jam: On Fire Edition Review,great,8,High
X360,Rage Review,great,8,High
PS3,Rage Review,great,8,High
PS3,Dark Souls Review,superb,9,High
X360,Dark Souls Review,superb,9,High
WII,X-Men: Destiny Review,bad,3,Very Low
PS3,X-Men: Destiny Review,poor,4,Low
X360,X-Men: Destiny Review,poor,4,Low
PC,Out of the Park Baseball 12 Review,great,8,High
X360,Pro Evolution Soccer 2012 Review,great,8,High
PS3,Pro Evolution Soccer 2012 Review,great,8,High
DS,Harvest Moon: The Tale of Two Towns Review,fair,6,Medium
PS3,FIFA 12 Review,superb,9,High
X360,FIFA 12 Review,superb,9,High
PSP,ClaDun x2 Review,fair,6,Medium
PS3,NHL 12 Review,great,8,High
PS3,Child of Eden Review,great,8,High
X360,Rotastic Review,mediocre,5,Low
PS3,F1 2011 Review,good,7,Medium
3DS,Bit.Trip Saga Review,great,8,High
PC,F1 2011 Review,great,8,High
WII,Bit.Trip Complete Review,great,8,High
X360,Renegade Ops Review,great,8,High
PS3,Renegade Ops Review,great,8,High
PC,TrackMania 2: Canyon Review,great,8,High
X360,NHL 12 Review,great,8,High
PS3,Burnout Crash! Review,good,7,Medium
X360,Burnout Crash! Review,good,7,Medium
PC,Tiger Woods PGA Tour 12: The Masters Review,mediocre,5,Low
X360,Leedmees Review,fair,6,Medium
DS,Kirby: Mass Attack Review,great,8,High
X360,Radiant Silvergun Review,great,8,High
DS,Dragon Quest Monsters: Joker 2 Review,good,7,Medium
X360,F1 2011 Review,great,8,High
PC,Call of Juarez: The Cartel Review,mediocre,5,Low
X360,Gears of War 3 Review,superb,9,High
PC,Men of War: Vietnam Review,mediocre,5,Low
X360,SkyDrift Review,good,7,Medium
PS3,SkyDrift Review,good,7,Medium
3DS,Driver: Renegade 3D Review,bad,3,Very Low
X360,The Gunstringer Review,great,8,High
PC,Hard Reset Review,good,7,Medium
PC,Avadon: The Black Fortress Review,good,7,Medium
X360,BloodRayne: Betrayal Review,mediocre,5,Low
3DS,Star Fox 64 3D Review,good,7,Medium
PS3,BloodRayne: Betrayal Review,mediocre,5,Low
PC,Hector: Badge of Carnage - Episode 2: Senseless Acts of Justice Review,good,7,Medium
PC,"Warhammer 40,000: Space Marine Review",good,7,Medium
PS3,"Warhammer 40,000: Space Marine Review",good,7,Medium
X360,"Warhammer 40,000: Space Marine Review",good,7,Medium
X360,Crimson Alliance Review,mediocre,5,Low
WII,We Dance Review,bad,3,Very Low
PS3,Resistance 3 Review,great,8,High
X360,Rise of Nightmares Review,mediocre,5,Low
X360,UFC Personal Trainer: The Ultimate Fitness System Review,fair,6,Medium
PC,Dead Island Review,good,7,Medium
PS3,Dead Island Review,good,7,Medium
X360,Dead Island Review,good,7,Medium
PC,Age of Empires Online Review,fair,6,Medium
DS,Inazuma Eleven Review,fair,6,Medium
PS3,Street Fighter III: Third Strike Online Review,great,8,High
X360,Street Fighter III: Third Strike Online Review,great,8,High
PC,Bastion Review,great,8,High
X360,The Baconing Review,fair,6,Medium
PS3,Splinter Cell Trilogy HD Review,fair,6,Medium
PC,Achron Review,fair,6,Medium
X360,Rock of Ages Review,fair,6,Medium
PSP,Shin Megami Tensei: Persona 2 - Innocent Sin Review,mediocre,5,Low
PS3,Bodycount Review,mediocre,5,Low
X360,Bodycount Review,mediocre,5,Low
PC,King Arthur: Fallen Champions Review,good,7,Medium
PS3,Driver: San Francisco Review,great,8,High
PS3,Rugby World Cup 2011 Review,poor,4,Low
X360,Rugby World Cup 2011 Review,poor,4,Low
X360,Madden NFL 12 Review,good,7,Medium
PS3,Madden NFL 12 Review,good,7,Medium
X360,Driver: San Francisco Review,great,8,High
X360,Hole in the Wall Review,mediocre,5,Low
PC,Deus Ex: Human Revolution Review,great,8,High
X360,Deus Ex: Human Revolution Review,great,8,High
PS3,Deus Ex: Human Revolution Review,great,8,High
WII,Xenoblade Chronicles Review,superb,9,High
PC,From Dust Review,good,7,Medium
PS3,El Shaddai: Ascension of the Metatron Review,great,8,High
PC,International Cricket Captain 2011 Review,fair,6,Medium
PC,Edge Review,good,7,Medium
PC,Chantelise: A Tale of Two Sisters Review,fair,6,Medium
X360,El Shaddai: Ascension of the Metatron Review,great,8,High
X360,Zumba Fitness: Join the Party Review,poor,4,Low
X360,Toy Soldiers: Cold War Review,great,8,High
X360,Red Faction: Armageddon - Path to War Review,mediocre,5,Low
PS3,Galaga Legions DX Review,great,8,High
X360,Fruit Ninja Kinect Review,fair,6,Medium
PS3,Fast Draw Showdown Review,poor,4,Low
PC,Trauma Review,poor,4,Low
PC,E.Y.E.: Divine Cybermancy Review,good,7,Medium
PS3,PlayStation Move Ape Escape Review,poor,4,Low
PS3,"Warhammer 40,000: Kill Team Review",fair,6,Medium
DS,Phineas and Ferb: Across the 2nd Dimension Review,poor,4,Low
PS3,Bleach: Soul Resurreccion Review,mediocre,5,Low
PC,Frozen Synapse Review,great,8,High
PC,Pirates of Black Cove Review,bad,3,Very Low
PC,LIMBO Review,superb,9,High
PC,Street Cleaning Simulator Review,abysmal,1,Very Low
WII,Phineas and Ferb: Across the 2nd Dimension Review,good,7,Medium
PS3,Phineas and Ferb: Across the 2nd Dimension Review,good,7,Medium
X360,Insanely Twisted Shadow Planet Review,good,7,Medium
PS3,Deadliest Warrior: Legends Review,poor,4,Low
PS3,Section 8: Prejudice Review,good,7,Medium
PC,Fallout: New Vegas - Old World Blues Review,great,8,High
PS3,Dead Block Review,poor,4,Low
WII,Captain America: Super Soldier Review,fair,6,Medium
X360,Fallout: New Vegas - Old World Blues Review,great,8,High
X360,Catherine Review,great,8,High
PS3,Limbo Review,superb,9,High
X360,Captain America: Super Soldier Review,fair,6,Medium
PS3,Captain America: Super Soldier Review,fair,6,Medium
PC,Panzer Corps Review,great,8,High
X360,Bastion Review,great,8,High
X360,"Warhammer 40,000: Kill Team Review",fair,6,Medium
PS3,NCAA Football 12 Review,good,7,Medium
X360,NCAA Football 12 Review,good,7,Medium
PS3,"Harry Potter and the Deathly Hallows, Part 2 Review",poor,4,Low
WII,"Harry Potter and the Deathly Hallows, Part 2 Review",poor,4,Low
X360,Ms. 'Splosion Man Review,great,8,High
PS3,Akimi Village Review,fair,6,Medium
DS,Solatorobo Review,good,7,Medium
PC,"Harry Potter and the Deathly Hallows, Part 2 Review",poor,4,Low
X360,MLB Bobblehead Pros Review,mediocre,5,Low
N64,F-Zero X Review,good,7,Medium
X360,"Harry Potter and the Deathly Hallows, Part 2 Review",poor,4,Low
PC,Storm: Frontline Nation Review,good,7,Medium
X360,Dead Block Review,poor,4,Low
PS3,Earth Defense Force: Insect Armageddon Review,good,7,Medium
X360,Earth Defense Force: Insect Armageddon Review,good,7,Medium
X360,Deadliest Warrior: Legends Review,poor,4,Low
PC,Gods & Heroes: Rome Rising Review,mediocre,5,Low
X360,Lucha Fury Review,bad,3,Very Low
PS3,Gatling Gears Review,good,7,Medium
3DS,Resident Evil: The Mercenaries 3D Review,fair,6,Medium
PS3,White Knight Chronicles II Review,fair,6,Medium
X360,Half-Minute Hero: Super Mega Neo Climax Review,good,7,Medium
PS3,Arcana Heart 3 Review,good,7,Medium
PC,Puzzle Agent 2 Review,fair,6,Medium
X360,The Adventures of Shuggy Review,great,8,High
X360,Galaga Legions DX Review,great,8,High
PS3,Super Street Fighter IV Arcade Edition Review,good,7,Medium
X360,Super Street Fighter IV Arcade Edition Review,good,7,Medium
WII,The Malgrave Incident Review,good,7,Medium
X360,Backbreaker: Vengeance Review,fair,6,Medium
X360,Cars 2 Review,good,7,Medium
PS3,Cars 2 Review,good,7,Medium
3DS,Cubic Ninja Review,mediocre,5,Low
PC,Jamestown: Legend of the Lost Colony Review,great,8,High
WII,Transformers: Dark of the Moon - Stealth Force Edition Review,bad,3,Very Low
3DS,Transformers: Dark of the Moon - Stealth Force Edition Review,bad,3,Very Low
PC,Magic: the Gathering Duels of the Planeswalkers 2012 Review,good,7,Medium
X360,Magic: the Gathering Duels of the Planeswalkers 2012 Review,fair,6,Medium
PS3,Magic: the Gathering Duels of the Planeswalkers 2012 Review,fair,6,Medium
X360,The First Templar Review,good,7,Medium
PC,The Sims 3: Generations Review,fair,6,Medium
PS3,Outland Review,superb,9,High
PC,F.E.A.R. 3 Review,good,7,Medium
PS3,F.E.A.R. 3 Review,good,7,Medium
PC,Gemini Rue Review,good,7,Medium
X360,Trenched Review,great,8,High
X360,F.E.A.R. 3 Review,good,7,Medium
PS3,Shadows of the Damned Review,great,8,High
X360,Shadows of the Damned Review,great,8,High
PC,Dungeon Siege III Review,fair,6,Medium
X360,Dungeon Siege III Review,fair,6,Medium
PS3,Dungeon Siege III Review,fair,6,Medium
WII,Wii Play: Motion Review,mediocre,5,Low
3DS,The Legend of Zelda: Ocarina of Time 3D Review,great,8,High
X360,Green Lantern: Rise of the Manhunters Review,fair,6,Medium
PS3,Duke Nukem Forever Review,bad,3,Very Low
PS3,Transformers: Dark of the Moon Review,mediocre,5,Low
X360,Transformers: Dark of the Moon Review,mediocre,5,Low
PS3,Wizardry: Labyrinth of Lost Souls Review,good,7,Medium
PS3,Fallout: New Vegas - Honest Hearts Review,good,7,Medium
X360,Duke Nukem Forever Review,bad,3,Very Low
PC,Duke Nukem Forever Review,bad,3,Very Low
PS3,Under Siege Review,good,7,Medium
PS3,Red Johnson's Chronicles Review,fair,6,Medium
PC,Alice: Madness Returns Review,good,7,Medium
X360,Child of Eden Review,great,8,High
X360,Alice: Madness Returns Review,good,7,Medium
PS3,Alice: Madness Returns Review,good,7,Medium
PS3,Hunted: The Demon's Forge Review,mediocre,5,Low
PS3,Infamous 2 Review,good,7,Medium
X360,Hunted: The Demon's Forge Review,mediocre,5,Low
PC,Hunted: The Demon's Forge Review,poor,4,Low
PS3,Dirt 3 Review,superb,9,High
3DS,Cartoon Network: Punch Time Explosion Review,mediocre,5,Low
PS3,Red Faction: Armageddon Review,great,8,High
X360,Red Faction: Armageddon Review,great,8,High
PC,DiRT 3 Review,superb,9,High
X360,Dungeons & Dragons: Daggerdale Review,poor,4,Low
PC,Fallout: New Vegas - Honest Hearts Review,good,7,Medium
PC,Lego Pirates of the Caribbean: The Video Game Review,fair,6,Medium
X360,Fallout: New Vegas - Honest Hearts Review,good,7,Medium
WII,NASCAR 2011: The Game Review,poor,4,Low
X360,Kung Fu Panda 2: The Video Game Review,bad,3,Very Low
PC,Faery: Legends of Avalon Review,poor,4,Low
3DS,Dead or Alive: Dimensions Review,good,7,Medium
PC,The Witcher 2: Assassins of Kings Review,superb,9,High
X360,DiRT 3 Review,superb,9,High
PS3,AFL Live Review,fair,6,Medium
PC,Fable III Review,good,7,Medium
X360,Sega Rally Online Arcade Review,good,7,Medium
PC,The First Templar Review,good,7,Medium
3DS,Dream Trigger 3D Review,fair,6,Medium
X360,Star Raiders Review,bad,3,Very Low
PS3,Virtua Tennis 4 Review,mediocre,5,Low
X360,Virtua Tennis 4 Review,mediocre,5,Low
PS3,MX vs. ATV Alive Review,fair,6,Medium
X360,MX vs. ATV Alive Review,fair,6,Medium
PS3,Brink Review,fair,6,Medium
PS3,L.A. Noire Review,superb,9,High
X360,L.A. Noire Review,superb,9,High
X360,AFL Live Review,fair,6,Medium
PC,Hydrophobia Prophecy Review,good,7,Medium
PC,Mount & Blade: With Fire & Sword Review,good,7,Medium
PSP,The Legend of Heroes: Trails in the Sky Review,great,8,High
WII,Thor: God of Thunder Review,mediocre,5,Low
X360,Gatling Gears Review,good,7,Medium
PC,Garshasp: The Monster Slayer Review,mediocre,5,Low
X360,Hydrophobia Review,fair,6,Medium
PC,Brink Review,fair,6,Medium
3DS,LEGO Pirates of the Caribbean: The Video Game Review,fair,6,Medium
PS3,Back to the Future: The Game - Episode 1: It's About Time Review,good,7,Medium
X360,SBK 2011 Review,great,8,High
PSP,Lego Pirates of the Caribbean: The Video Game Review,fair,6,Medium
DS,Lego Pirates of the Caribbean: The Video Game Review,fair,6,Medium
X360,Brink Review,fair,6,Medium
PS3,Lego Pirates of the Caribbean: The Video Game Review,fair,6,Medium
X360,Lego Pirates of the Caribbean: The Video Game Review,fair,6,Medium
WII,Lego Pirates of the Caribbean: The Video Game Review,fair,6,Medium
X360,Bangai-O HD: Missile Fury Review,good,7,Medium
PS3,Thor: God of Thunder Review,terrible,2,Very Low
X360,Thor: God of Thunder Review,terrible,2,Very Low
PC,Hector: Badge of Carnage - Episode 1: We Negotiate With Terrorists Review,great,8,High
DS,Thor: God of Thunder Review,mediocre,5,Low
PC,Black Mirror III Review,mediocre,5,Low
PC,Sanctum Review,good,7,Medium
X360,Operation Flashpoint: Red River Review,fair,6,Medium
PS3,Operation Flashpoint: Red River Review,fair,6,Medium
PC,Operation Flashpoint: Red River Review,fair,6,Medium
PC,Capsized Review,great,8,High
PC,Section 8: Prejudice Review,good,7,Medium
PC,Your Doodles Are Bugged Review,good,7,Medium
PC,Men of War: Assault Squad Review,great,8,High
PC,Darkspore Review,good,7,Medium
X360,Nin2-Jump Review,good,7,Medium
AND,Gem Miner: Dig Deeper Review,good,7,Medium
AND,Doodle Jump for Android Review,great,8,High
IOS,Cut the Rope Review,great,8,High
IOS,Chaos Rings Review,superb,9,High
IOS,Angry Birds Review,superb,9,High
X360,Outland Review,superb,9,High
PSP,Final Fantasy IV: The Complete Collection Review,great,8,High
PC,Cargo: The Quest for Gravity Review,mediocre,5,Low
3DS,Rabbids Travel in Time 3D Review,fair,6,Medium
X360,The Fancy Pants Adventures Review,good,7,Medium
WII,Conduit 2 Review,good,7,Medium
X360,Yar's Revenge Review,mediocre,5,Low
PC,The Next Big Thing Review,fair,6,Medium
3DS,Combat of Giants: Dinosaurs 3D Review,poor,4,Low
PS3,Dungeon Hunter: Alliance Review,good,7,Medium
X360,WSC Real 11: World Snooker Championship Review,good,7,Medium
PS3,WSC Real 11: World Snooker Championship Review,good,7,Medium
PS3,Michael Jackson: The Experience Review,good,7,Medium
X360,Section 8: Prejudice Review,good,7,Medium
X360,Mortal Kombat Review,great,8,High
PS3,Mortal Kombat Review,great,8,High
PC,Portal 2 Review,superb,9,High
PS3,Portal 2 Review,superb,9,High
X360,Portal 2 Review,superb,9,High
PC,Magicka: Vietnam Review,mediocre,5,Low
PC,Anomaly: Warzone Earth Review,great,8,High
PSP,Patapon 3 Review,great,8,High
PC,IL-2 Sturmovik: Cliffs of Dover Review,poor,4,Low
PS3,Stardrone Review,fair,6,Medium
X360,Rio Review,fair,6,Medium
X360,Might & Magic: Clash of Heroes Review,great,8,High
PS3,Might & Magic: Clash of Heroes Review,great,8,High
PS3,SOCOM 4: U.S. Navy SEALs Review,good,7,Medium
X360,Michael Jackson: The Experience Review,fair,6,Medium
PC,The Sims Medieval Review,fair,6,Medium
PS3,Red Faction: Battlegrounds Review,mediocre,5,Low
PC,Shadow Harvest: Phantom Ops Review,terrible,2,Very Low
PS3,Stacking: The Lost Hobo King Review,fair,6,Medium
X360,Stacking: The Lost Hobo King Review,fair,6,Medium
PS3,Moon Diver Review,fair,6,Medium
X360,Strania Review,fair,6,Medium
3DS,Madden NFL Football Review,poor,4,Low
X360,Islands of Wakfu Review,mediocre,5,Low
X360,The Dishwasher: Vampire Smile Review,superb,9,High
PS3,PlayStation Move Heroes Review,poor,4,Low
3DS,Ridge Racer 3D Review,good,7,Medium
WII,Tiger Woods PGA Tour 12: The Masters Review,great,8,High
DS,Monster Tale Review,great,8,High
3DS,Rayman 3D Review,good,7,Medium
X360,NASCAR 2011: The Game Review,fair,6,Medium
PS3,NASCAR 2011: The Game Review,fair,6,Medium
WII,WWE All Stars Review,fair,6,Medium
X360,WWE All Stars Review,good,7,Medium
PS3,WWE All Stars Review,good,7,Medium
3DS,Samurai Warriors Chronicles Review,poor,4,Low
PS3,Tiger Woods PGA Tour 12: The Masters Review,great,8,High
X360,Tiger Woods PGA Tour 12: The Masters Review,great,8,High
PS3,Shift 2: Unleashed Review,good,7,Medium
X360,Shift 2: Unleashed Review,good,7,Medium
X360,Lego Star Wars III: The Clone Wars Review,fair,6,Medium
PS3,Lego Star Wars III: The Clone Wars Review,fair,6,Medium
WII,Lego Star Wars III: The Clone Wars Review,fair,6,Medium
PC,Lego Star Wars III: The Clone Wars Review,fair,6,Medium
PS3,Swarm Review,good,7,Medium
PC,Mass Effect 2: Arrival Review,mediocre,5,Low
X360,Swarm Review,good,7,Medium
X360,Mass Effect 2: Arrival Review,mediocre,5,Low
3DS,The Sims 3 Review,mediocre,5,Low
3DS,Bust-A-Move Universe Review,mediocre,5,Low
X360,Ghostbusters: Sanctum of Slime Review,poor,4,Low
PS3,Ghostbusters: Sanctum of Slime Review,mediocre,5,Low
PC,Ghostbusters: Sanctum of Slime Review,poor,4,Low
3DS,Asphalt 3D Review,mediocre,5,Low
PC,Assassin's Creed: Brotherhood Review,great,8,High
PC,Post Apocalyptic Mayhem Review,bad,3,Very Low
PSP,MLB 11: The Show Review,good,7,Medium
PS3,Hard Corps: Uprising Review,good,7,Medium
PS3,MotorStorm: Apocalypse Review,great,8,High
3DS,Tom Clancy's Ghost Recon: Shadow Wars Review,great,8,High
3DS,Nintendogs + Cats: Toy Poodle & New Friends Review,good,7,Medium
3DS,Nintendogs + Cats: Golden Retriever and New Friends Review,good,7,Medium
3DS,Nintendogs + Cats: French Bulldog and New Friends Review,good,7,Medium
PSP,TNT Racers Review,good,7,Medium
3DS,Pro Evolution Soccer 2011 3D Review,good,7,Medium
3DS,Super Street Fighter IV: 3D Edition Review,great,8,High
3DS,Super Monkey Ball 3D Review,mediocre,5,Low
3DS,Lego Star Wars III: Attack of the Clones Review,fair,6,Medium
3DS,Splinter Cell 3D Review,mediocre,5,Low
3DS,Steel Diver Review,poor,4,Low
3DS,Pilotwings Resort Review,fair,6,Medium
PSP,The 3rd Birthday Review,fair,6,Medium
PS3,Crysis 2 Review,great,8,High
PS3,Slam Bolt Scrappers Review,fair,6,Medium
PC,Crysis 2 Review,great,8,High
PS3,Top Spin 4 Review,superb,9,High
X360,Top Spin 4 Review,superb,9,High
WII,Top Spin 4 Review,poor,4,Low
PC,Rift Review,great,8,High
X360,Crysis 2 Review,great,8,High
PS3,Yakuza 4 Review,great,8,High
X360,Battle: Los Angeles Review,bad,3,Very Low
WII,Major League Baseball 2K11 Review,poor,4,Low
PS3,MotoGP 10/11 Review,fair,6,Medium
X360,MotoGP 10/11 Review,fair,6,Medium
PC,Shogun 2: Total War Review,superb,9,High
X360,Major League Baseball 2K11 Review,good,7,Medium
PS3,Major League Baseball 2K11 Review,good,7,Medium
X360,Homefront Review,good,7,Medium
PS3,Homefront Review,good,7,Medium
PC,Homefront Review,good,7,Medium
PS3,MLB 11: The Show Review,great,8,High
WII,Trackmania: Build to Race Review,good,7,Medium
DS,Okamiden Review,good,7,Medium
PSP,Dissidia 012: Duodecim Final Fantasy Review,great,8,High
X360,Full House Poker Review,good,7,Medium
DS,Dragon Quest VI: Realms of Revelation Review,good,7,Medium
PC,Back to the Future: The Game - Episode II: Get Tannen! Review,good,7,Medium
PC,Dragon Age II Review,great,8,High
X360,Dragon Age II Review,great,8,High
PS3,Dragon Age II Review,great,8,High
PC,"Warhammer 40,000: Dawn of War II - Retribution Review",great,8,High
X360,Fable III: Traitor's Keep Quest Pack Review,good,7,Medium
X360,Torchlight Review,great,8,High
DS,Pokemon Black Review,good,7,Medium
